nav_id,amfi_code,date_id,nav
162,100016,20220613,468.8163
163,100016,20220614,466.3477
164,100016,20220615,463.7261
165,100016,20220616,461.2993
166,100016,20220617,459.9666
167,100016,20220618,459.9666
168,100016,20220619,459.9666
169,100016,20220620,457.6317
170,100016,20220621,458.7099
171,100016,20220622,460.4075
172,100016,20220623,456.9604
173,100016,20220624,462.3501
174,100016,20220625,462.3501
175,100016,20220626,462.3501
176,100016,20220627,458.6076
177,100016,20220628,452.344
178,100016,20220629,454.0998
179,100016,20220630,451.0707
180,100016,20220701,452.584
181,100016,20220702,452.584
182,100016,20220703,452.584
183,100016,20220704,443.3196
184,100016,20220705,449.0289
185,100016,20220706,451.9322
186,100016,20220707,446.2213
187,100016,20220708,440.6669
188,100016,20220709,440.6669
189,100016,20220710,440.6669
190,100016,20220711,447.4448
191,100016,20220712,444.7739
192,100016,20220713,441.7416
193,100016,20220714,433.2246
194,100016,20220715,432.1093
195,100016,20220716,432.1093
196,100016,20220717,432.1093
197,100016,20220718,431.4649
198,100016,20220719,434.4201
199,100016,20220720,429.3142
200,100016,20220721,423.8151
201,100016,20220722,425.7236
202,100016,20220723,425.7236
203,100016,20220724,425.7236
204,100016,20220725,429.7419
205,100016,20220726,424.047
206,100016,20220727,428.3319
207,100016,20220728,428.6948
208,100016,20220729,433.0659
209,100016,20220730,433.0659
210,100016,20220731,433.0659
211,100016,20220801,433.0211
212,100016,20220802,423.7137
213,100016,20220803,423.3646
214,100016,20220804,427.5619
215,100016,20220805,424.424
216,100016,20220806,424.424
217,100016,20220807,424.424
218,100016,20220808,423.1925
219,100016,20220809,422.7537
220,100016,20220810,412.293
221,100016,20220811,418.6311
222,100016,20220812,415.5307
223,100016,20220813,415.5307
224,100016,20220814,415.5307
225,100016,20220815,417.6036
226,100016,20220816,417.4997
227,100016,20220817,422.3739
228,100016,20220818,424.1079
229,100016,20220819,423.4485
230,100016,20220820,423.4485
231,100016,20220821,423.4485
232,100016,20220822,420.3416
233,100016,20220823,423.5281
234,100016,20220824,416.803
235,100016,20220825,419.4003
236,100016,20220826,415.5691
237,100016,20220827,415.5691
238,100016,20220828,415.5691
239,100016,20220829,420.401
240,100016,20220830,421.2166
241,100016,20220831,423.8348
242,100016,20220901,424.3603
243,100016,20220902,418.068
244,100016,20220903,418.068
245,100016,20220904,418.068
246,100016,20220905,415.1206
247,100016,20220906,417.805
248,100016,20220907,418.6355
249,100016,20220908,423.2368
250,100016,20220909,424.9639
251,100016,20220910,424.9639
252,100016,20220911,424.9639
253,100016,20220912,421.5737
254,100016,20220913,418.8403
255,100016,20220914,419.437
256,100016,20220915,411.1759
257,100016,20220916,417.5046
258,100016,20220917,417.5046
259,100016,20220918,417.5046
260,100016,20220919,419.3505
261,100016,20220920,424.1319
262,100016,20220921,418.4765
263,100016,20220922,423.3133
264,100016,20220923,431.9494
265,100016,20220924,431.9494
266,100016,20220925,431.9494
267,100016,20220926,427.1671
268,100016,20220927,430.305
269,100016,20220928,430.5313
270,100016,20220929,424.9261
271,100016,20220930,426.9974
272,100016,20221001,426.9974
273,100016,20221002,426.9974
274,100016,20221003,430.3701
275,100016,20221004,428.3154
276,100016,20221005,432.9656
277,100016,20221006,426.8679
278,100016,20221007,421.495
279,100016,20221008,421.495
280,100016,20221009,421.495
281,100016,20221010,422.2208
282,100016,20221011,422.5333
283,100016,20221012,420.0881
284,100016,20221013,423.3166
285,100016,20221014,425.5227
286,100016,20221015,425.5227
287,100016,20221016,425.5227
288,100016,20221017,428.9765
289,100016,20221018,428.7321
290,100016,20221019,431.2389
291,100016,20221020,429.769
292,100016,20221021,437.8501
293,100016,20221022,437.8501
294,100016,20221023,437.8501
295,100016,20221024,434.9481
296,100016,20221025,443.3278
297,100016,20221026,443.6931
298,100016,20221027,438.5694
299,100016,20221028,444.122
300,100016,20221029,444.122
301,100016,20221030,444.122
302,100016,20221031,444.8448
303,100016,20221101,448.4277
304,100016,20221102,453.5279
305,100016,20221103,455.1164
306,100016,20221104,452.9791
307,100016,20221105,452.9791
308,100016,20221106,452.9791
309,100016,20221107,457.1295
310,100016,20221108,457.3685
311,100016,20221109,460.3808
312,100016,20221110,451.9519
313,100016,20221111,453.9711
314,100016,20221112,453.9711
315,100016,20221113,453.9711
316,100016,20221114,451.6546
317,100016,20221115,458.5248
318,100016,20221116,461.2893
319,100016,20221117,462.5046
320,100016,20221118,464.7322
321,100016,20221119,464.7322
322,100016,20221120,464.7322
323,100016,20221121,460.8957
324,100016,20221122,467.7825
325,100016,20221123,476.316
326,100016,20221124,478.216
327,100016,20221125,485.221
328,100016,20221126,485.221
329,100016,20221127,485.221
330,100016,20221128,483.0407
331,100016,20221129,479.9044
332,100016,20221130,480.3253
333,100016,20221201,482.4201
334,100016,20221202,480.9949
335,100016,20221203,480.9949
336,100016,20221204,480.9949
337,100016,20221205,483.5309
338,100016,20221206,485.0894
339,100016,20221207,481.0854
340,100016,20221208,483.5409
341,100016,20221209,487.4889
342,100016,20221210,487.4889
343,100016,20221211,487.4889
344,100016,20221212,488.4785
345,100016,20221213,493.7241
346,100016,20221214,488.7036
347,100016,20221215,490.9778
348,100016,20221216,486.1873
349,100016,20221217,486.1873
350,100016,20221218,486.1873
351,100016,20221219,481.6822
352,100016,20221220,479.2566
353,100016,20221221,475.5366
354,100016,20221222,473.4881
355,100016,20221223,472.8386
356,100016,20221224,472.8386
357,100016,20221225,472.8386
358,100016,20221226,476.5883
359,100016,20221227,475.4855
360,100016,20221228,469.1246
361,100016,20221229,474.1097
362,100016,20221230,470.8654
363,100016,20221231,470.8654
364,100016,20230101,470.8654
365,100016,20230102,470.8644
366,100016,20230103,472.9663
367,100016,20230104,474.0441
368,100016,20230105,478.8877
369,100016,20230106,481.1631
370,100016,20230107,481.1631
371,100016,20230108,481.1631
372,100016,20230109,477.7684
373,100016,20230110,487.2879
374,100016,20230111,488.3757
375,100016,20230112,487.9931
376,100016,20230113,492.4132
377,100016,20230114,492.4132
378,100016,20230115,492.4132
379,100016,20230116,493.7523
380,100016,20230117,495.7495
381,100016,20230118,507.0277
382,100016,20230119,506.06
383,100016,20230120,504.9042
384,100016,20230121,504.9042
385,100016,20230122,504.9042
386,100016,20230123,505.6844
387,100016,20230124,510.7491
388,100016,20230125,504.268
389,100016,20230126,495.8578
390,100016,20230127,493.5515
391,100016,20230128,493.5515
392,100016,20230129,493.5515
393,100016,20230130,486.7415
394,100016,20230131,485.1715
395,100016,20230201,487.5779
396,100016,20230202,484.0122
397,100016,20230203,478.2065
398,100016,20230204,478.2065
399,100016,20230205,478.2065
400,100016,20230206,478.7459
401,100016,20230207,482.6505
402,100016,20230208,475.7347
403,100016,20230209,479.4358
404,100016,20230210,483.1532
405,100016,20230211,483.1532
406,100016,20230212,483.1532
407,100016,20230213,487.4872
408,100016,20230214,493.0082
409,100016,20230215,502.9354
410,100016,20230216,501.6171
411,100016,20230217,502.3612
412,100016,20230218,502.3612
413,100016,20230219,502.3612
414,100016,20230220,500.7778
415,100016,20230221,501.045
416,100016,20230222,508.1265
417,100016,20230223,502.3938
418,100016,20230224,498.8505
419,100016,20230225,498.8505
420,100016,20230226,498.8505
421,100016,20230227,505.2068
422,100016,20230228,510.0352
423,100016,20230301,508.6667
424,100016,20230302,512.7785
425,100016,20230303,514.5893
426,100016,20230304,514.5893
427,100016,20230305,514.5893
428,100016,20230306,521.7123
429,100016,20230307,522.3246
430,100016,20230308,527.3425
431,100016,20230309,540.0526
432,100016,20230310,543.1889
433,100016,20230311,543.1889
434,100016,20230312,543.1889
435,100016,20230313,543.7057
436,100016,20230314,547.4632
437,100016,20230315,545.984
438,100016,20230316,557.892
439,100016,20230317,559.067
440,100016,20230318,559.067
441,100016,20230319,559.067
442,100016,20230320,558.0108
443,100016,20230321,554.1991
444,100016,20230322,559.8766
445,100016,20230323,564.466
446,100016,20230324,562.2856
447,100016,20230325,562.2856
448,100016,20230326,562.2856
449,100016,20230327,565.443
450,100016,20230328,558.258
451,100016,20230329,559.4579
452,100016,20230330,561.9861
453,100016,20230331,570.8065
454,100016,20230401,570.8065
455,100016,20230402,570.8065
456,100016,20230403,567.2319
457,100016,20230404,561.1622
458,100016,20230405,557.0355
459,100016,20230406,550.7921
460,100016,20230407,557.6109
461,100016,20230408,557.6109
462,100016,20230409,557.6109
463,100016,20230410,565.5706
464,100016,20230411,567.4627
465,100016,20230412,573.9037
466,100016,20230413,574.8786
467,100016,20230414,574.693
468,100016,20230415,574.693
469,100016,20230416,574.693
470,100016,20230417,573.3032
471,100016,20230418,572.031
472,100016,20230419,564.5669
473,100016,20230420,566.1761
474,100016,20230421,566.2668
475,100016,20230422,566.2668
476,100016,20230423,566.2668
477,100016,20230424,570.2955
478,100016,20230425,571.0606
479,100016,20230426,570.536
480,100016,20230427,566.4614
481,100016,20230428,567.1145
482,100016,20230429,567.1145
483,100016,20230430,567.1145
484,100016,20230501,571.1134
485,100016,20230502,565.6753
486,100016,20230503,566.404
487,100016,20230504,567.8622
488,100016,20230505,564.5686
489,100016,20230506,564.5686
490,100016,20230507,564.5686
491,100016,20230508,561.939
492,100016,20230509,563.3736
493,100016,20230510,558.0581
494,100016,20230511,560.0718
495,100016,20230512,555.9534
496,100016,20230513,555.9534
497,100016,20230514,555.9534
498,100016,20230515,561.4787
499,100016,20230516,573.4711
500,100016,20230517,569.4279
501,100016,20230518,572.4122
502,100016,20230519,569.0487
503,100016,20230520,569.0487
504,100016,20230521,569.0487
505,100016,20230522,574.5931
506,100016,20230523,568.5103
507,100016,20230524,571.2196
508,100016,20230525,567.1312
509,100016,20230526,566.3889
510,100016,20230527,566.3889
511,100016,20230528,566.3889
512,100016,20230529,561.5519
513,100016,20230530,565.9312
514,100016,20230531,562.059
515,100016,20230601,565.0931
516,100016,20230602,563.6716
517,100016,20230603,563.6716
518,100016,20230604,563.6716
519,100016,20230605,563.3934
520,100016,20230606,564.4191
521,100016,20230607,560.929
522,100016,20230608,562.2606
523,100016,20230609,570.1945
524,100016,20230610,570.1945
525,100016,20230611,570.1945
526,100016,20230612,566.5874
527,100016,20230613,572.7685
528,100016,20230614,580.6856
529,100016,20230615,576.8184
530,100016,20230616,569.7576
531,100016,20230617,569.7576
532,100016,20230618,569.7576
533,100016,20230619,571.5717
534,100016,20230620,569.1125
535,100016,20230621,578.8674
536,100016,20230622,579.3439
537,100016,20230623,575.5565
538,100016,20230624,575.5565
539,100016,20230625,575.5565
540,100016,20230626,570.057
541,100016,20230627,575.8598
542,100016,20230628,573.262
543,100016,20230629,573.7795
544,100016,20230630,578.9351
545,100016,20230701,578.9351
546,100016,20230702,578.9351
547,100016,20230703,576.7654
548,100016,20230704,576.8293
549,100016,20230705,577.0426
550,100016,20230706,580.8301
551,100016,20230707,584.1654
552,100016,20230708,584.1654
553,100016,20230709,584.1654
554,100016,20230710,583.3333
555,100016,20230711,583.962
556,100016,20230712,582.3508
557,100016,20230713,575.1079
558,100016,20230714,576.7133
559,100016,20230715,576.7133
560,100016,20230716,576.7133
561,100016,20230717,586.7206
562,100016,20230718,582.4661
563,100016,20230719,578.8072
564,100016,20230720,574.6758
565,100016,20230721,578.6584
566,100016,20230722,578.6584
567,100016,20230723,578.6584
568,100016,20230724,581.2514
569,100016,20230725,580.7388
570,100016,20230726,576.3533
571,100016,20230727,577.1207
572,100016,20230728,569.5056
573,100016,20230729,569.5056
574,100016,20230730,569.5056
575,100016,20230731,570.5207
576,100016,20230801,575.2193
577,100016,20230802,569.2005
578,100016,20230803,561.849
579,100016,20230804,570.0239
580,100016,20230805,570.0239
581,100016,20230806,570.0239
582,100016,20230807,567.2493
583,100016,20230808,573.2563
584,100016,20230809,572.7737
585,100016,20230810,572.2513
586,100016,20230811,574.7646
587,100016,20230812,574.7646
588,100016,20230813,574.7646
589,100016,20230814,570.5953
590,100016,20230815,571.5572
591,100016,20230816,569.9315
592,100016,20230817,563.6234
593,100016,20230818,565.5951
594,100016,20230819,565.5951
595,100016,20230820,565.5951
596,100016,20230821,564.5744
597,100016,20230822,564.0841
598,100016,20230823,558.3838
599,100016,20230824,566.5681
600,100016,20230825,571.2603
601,100016,20230826,571.2603
602,100016,20230827,571.2603
603,100016,20230828,576.4358
604,100016,20230829,575.1817
605,100016,20230830,566.7691
606,100016,20230831,576.9127
607,100016,20230901,576.8994
608,100016,20230902,576.8994
609,100016,20230903,576.8994
610,100016,20230904,573.398
611,100016,20230905,575.8066
612,100016,20230906,582.0642
613,100016,20230907,582.2461
614,100016,20230908,589.1525
615,100016,20230909,589.1525
616,100016,20230910,589.1525
617,100016,20230911,595.1135
618,100016,20230912,589.7951
619,100016,20230913,586.6033
620,100016,20230914,591.8832
621,100016,20230915,578.1898
622,100016,20230916,578.1898
623,100016,20230917,578.1898
624,100016,20230918,577.7262
625,100016,20230919,570.7762
626,100016,20230920,568.6757
627,100016,20230921,567.4716
628,100016,20230922,565.9735
629,100016,20230923,565.9735
630,100016,20230924,565.9735
631,100016,20230925,563.5143
632,100016,20230926,558.376
633,100016,20230927,570.0712
634,100016,20230928,579.8367
635,100016,20230929,574.2208
636,100016,20230930,574.2208
637,100016,20231001,574.2208
638,100016,20231002,582.5895
639,100016,20231003,580.8402
640,100016,20231004,581.8024
641,100016,20231005,581.7779
642,100016,20231006,578.7012
643,100016,20231007,578.7012
644,100016,20231008,578.7012
645,100016,20231009,584.0455
646,100016,20231010,584.996
647,100016,20231011,582.8431
648,100016,20231012,576.473
649,100016,20231013,572.2429
650,100016,20231014,572.2429
651,100016,20231015,572.2429
652,100016,20231016,564.3101
653,100016,20231017,564.6621
654,100016,20231018,559.0226
655,100016,20231019,558.0026
656,100016,20231020,565.0774
657,100016,20231021,565.0774
658,100016,20231022,565.0774
659,100016,20231023,571.3805
660,100016,20231024,571.5127
661,100016,20231025,571.3686
662,100016,20231026,581.22
663,100016,20231027,584.1967
664,100016,20231028,584.1967
665,100016,20231029,584.1967
666,100016,20231030,582.8108
667,100016,20231031,575.8241
668,100016,20231101,578.126
669,100016,20231102,582.6704
670,100016,20231103,579.7325
671,100016,20231104,579.7325
672,100016,20231105,579.7325
673,100016,20231106,581.5232
674,100016,20231107,579.9607
675,100016,20231108,579.3189
676,100016,20231109,567.0393
677,100016,20231110,566.2233
678,100016,20231111,566.2233
679,100016,20231112,566.2233
680,100016,20231113,571.3794
681,100016,20231114,568.4997
682,100016,20231115,569.0566
683,100016,20231116,565.5671
684,100016,20231117,567.6605
685,100016,20231118,567.6605
686,100016,20231119,567.6605
687,100016,20231120,566.87
688,100016,20231121,562.4839
689,100016,20231122,569.4269
690,100016,20231123,574.4072
691,100016,20231124,571.6459
692,100016,20231125,571.6459
693,100016,20231126,571.6459
694,100016,20231127,574.4572
695,100016,20231128,577.4842
696,100016,20231129,581.0643
697,100016,20231130,572.7421
698,100016,20231201,578.1473
699,100016,20231202,578.1473
700,100016,20231203,578.1473
701,100016,20231204,575.5467
702,100016,20231205,574.0293
703,100016,20231206,587.8432
704,100016,20231207,589.7144
705,100016,20231208,588.0119
706,100016,20231209,588.0119
707,100016,20231210,588.0119
708,100016,20231211,576.9838
709,100016,20231212,584.4006
710,100016,20231213,577.8064
711,100016,20231214,573.0112
712,100016,20231215,571.634
713,100016,20231216,571.634
714,100016,20231217,571.634
715,100016,20231218,579.1181
716,100016,20231219,583.3816
717,100016,20231220,582.8708
718,100016,20231221,584.7593
719,100016,20231222,581.9713
720,100016,20231223,581.9713
721,100016,20231224,581.9713
722,100016,20231225,582.9892
723,100016,20231226,583.6674
724,100016,20231227,588.9793
725,100016,20231228,594.3311
726,100016,20231229,597.2339
727,100016,20231230,597.2339
728,100016,20231231,597.2339
729,100016,20240101,595.6357
730,100016,20240102,599.8546
731,100016,20240103,599.6775
732,100016,20240104,594.2894
733,100016,20240105,592.485
734,100016,20240106,592.485
735,100016,20240107,592.485
736,100016,20240108,593.2328
737,100016,20240109,598.3226
738,100016,20240110,597.6632
739,100016,20240111,591.6287
740,100016,20240112,592.2302
741,100016,20240113,592.2302
742,100016,20240114,592.2302
743,100016,20240115,593.129
744,100016,20240116,594.4085
745,100016,20240117,599.5594
746,100016,20240118,605.2836
747,100016,20240119,602.4306
748,100016,20240120,602.4306
749,100016,20240121,602.4306
750,100016,20240122,599.4751
751,100016,20240123,594.3074
752,100016,20240124,598.2899
753,100016,20240125,606.2963
754,100016,20240126,604.9258
755,100016,20240127,604.9258
756,100016,20240128,604.9258
757,100016,20240129,603.9507
758,100016,20240130,612.1297
759,100016,20240131,615.1823
760,100016,20240201,617.8723
761,100016,20240202,611.7323
762,100016,20240203,611.7323
763,100016,20240204,611.7323
764,100016,20240205,615.7225
765,100016,20240206,611.0129
766,100016,20240207,605.2447
767,100016,20240208,603.7079
768,100016,20240209,600.907
769,100016,20240210,600.907
770,100016,20240211,600.907
771,100016,20240212,600.0432
772,100016,20240213,592.7717
773,100016,20240214,598.1139
774,100016,20240215,604.4037
775,100016,20240216,594.4189
776,100016,20240217,594.4189
777,100016,20240218,594.4189
778,100016,20240219,599.8798
779,100016,20240220,595.9144
780,100016,20240221,600.7451
781,100016,20240222,600.6923
782,100016,20240223,601.1548
783,100016,20240224,601.1548
784,100016,20240225,601.1548
785,100016,20240226,600.484
786,100016,20240227,607.2508
787,100016,20240228,600.9583
788,100016,20240229,604.5003
789,100016,20240301,610.7152
790,100016,20240302,610.7152
791,100016,20240303,610.7152
792,100016,20240304,614.9028
793,100016,20240305,627.9635
794,100016,20240306,625.3634
795,100016,20240307,630.9909
796,100016,20240308,630.7261
797,100016,20240309,630.7261
798,100016,20240310,630.7261
799,100016,20240311,637.9534
800,100016,20240312,638.2393
801,100016,20240313,636.388
802,100016,20240314,644.0928
803,100016,20240315,641.6375
804,100016,20240316,641.6375
805,100016,20240317,641.6375
806,100016,20240318,634.0199
807,100016,20240319,631.4621
808,100016,20240320,635.2466
809,100016,20240321,643.4252
810,100016,20240322,644.3884
811,100016,20240323,644.3884
812,100016,20240324,644.3884
813,100016,20240325,652.2598
814,100016,20240326,644.8262
815,100016,20240327,642.6418
816,100016,20240328,641.3391
817,100016,20240329,641.0221
818,100016,20240330,641.0221
819,100016,20240331,641.0221
820,100016,20240401,641.8287
821,100016,20240402,646.0847
822,100016,20240403,643.8872
823,100016,20240404,645.0099
824,100016,20240405,645.0859
825,100016,20240406,645.0859
826,100016,20240407,645.0859
827,100016,20240408,640.17
828,100016,20240409,639.8586
829,100016,20240410,639.3782
830,100016,20240411,638.7775
831,100016,20240412,639.2861
832,100016,20240413,639.2861
833,100016,20240414,639.2861
834,100016,20240415,640.043
835,100016,20240416,637.9365
836,100016,20240417,645.4701
837,100016,20240418,639.1767
838,100016,20240419,635.4532
839,100016,20240420,635.4532
840,100016,20240421,635.4532
841,100016,20240422,651.5612
842,100016,20240423,645.957
843,100016,20240424,638.6202
844,100016,20240425,643.1019
845,100016,20240426,631.7543
846,100016,20240427,631.7543
847,100016,20240428,631.7543
848,100016,20240429,630.7702
849,100016,20240430,643.1525
850,100016,20240501,634.7763
851,100016,20240502,624.0991
852,100016,20240503,616.2197
853,100016,20240504,616.2197
854,100016,20240505,616.2197
855,100016,20240506,621.4418
856,100016,20240507,627.9608
857,100016,20240508,625.451
858,100016,20240509,629.5556
859,100016,20240510,637.6509
860,100016,20240511,637.6509
861,100016,20240512,637.6509
862,100016,20240513,648.116
863,100016,20240514,647.0433
864,100016,20240515,634.3697
865,100016,20240516,630.1188
866,100016,20240517,628.0754
867,100016,20240518,628.0754
868,100016,20240519,628.0754
869,100016,20240520,626.9661
870,100016,20240521,626.2512
871,100016,20240522,632.7878
872,100016,20240523,640.2703
873,100016,20240524,639.6315
874,100016,20240525,639.6315
875,100016,20240526,639.6315
876,100016,20240527,646.1915
877,100016,20240528,648.5674
878,100016,20240529,649.2714
879,100016,20240530,654.8208
880,100016,20240531,655.5763
881,100016,20240601,655.5763
882,100016,20240602,655.5763
883,100016,20240603,667.9269
884,100016,20240604,659.8477
885,100016,20240605,657.1955
886,100016,20240606,656.8013
887,100016,20240607,659.692
888,100016,20240608,659.692
889,100016,20240609,659.692
890,100016,20240610,667.4546
891,100016,20240611,667.6553
892,100016,20240612,659.6735
893,100016,20240613,664.9362
894,100016,20240614,669.7236
895,100016,20240615,669.7236
896,100016,20240616,669.7236
897,100016,20240617,658.6916
898,100016,20240618,659.0094
899,100016,20240619,650.1674
900,100016,20240620,646.701
901,100016,20240621,641.9035
902,100016,20240622,641.9035
903,100016,20240623,641.9035
904,100016,20240624,646.8347
905,100016,20240625,647.8357
906,100016,20240626,640.8626
907,100016,20240627,646.1893
908,100016,20240628,638.3989
909,100016,20240629,638.3989
910,100016,20240630,638.3989
911,100016,20240701,640.5906
912,100016,20240702,636.3365
913,100016,20240703,634.6149
914,100016,20240704,637.7724
915,100016,20240705,641.0427
916,100016,20240706,641.0427
917,100016,20240707,641.0427
918,100016,20240708,648.9807
919,100016,20240709,648.8447
920,100016,20240710,650.9364
921,100016,20240711,648.7629
922,100016,20240712,650.1403
923,100016,20240713,650.1403
924,100016,20240714,650.1403
925,100016,20240715,653.0019
926,100016,20240716,652.7726
927,100016,20240717,642.8023
928,100016,20240718,645.0168
929,100016,20240719,647.4278
930,100016,20240720,647.4278
931,100016,20240721,647.4278
932,100016,20240722,643.8879
933,100016,20240723,636.9641
934,100016,20240724,645.642
935,100016,20240725,648.781
936,100016,20240726,647.8057
937,100016,20240727,647.8057
938,100016,20240728,647.8057
939,100016,20240729,641.6731
940,100016,20240730,637.3679
941,100016,20240731,645.0648
942,100016,20240801,646.1817
943,100016,20240802,643.3834
944,100016,20240803,643.3834
945,100016,20240804,643.3834
946,100016,20240805,646.6154
947,100016,20240806,642.3191
948,100016,20240807,651.2134
949,100016,20240808,659.3693
950,100016,20240809,657.0006
951,100016,20240810,657.0006
952,100016,20240811,657.0006
953,100016,20240812,653.7051
954,100016,20240813,639.1138
955,100016,20240814,631.1428
956,100016,20240815,624.0528
957,100016,20240816,625.1196
958,100016,20240817,625.1196
959,100016,20240818,625.1196
960,100016,20240819,623.6453
961,100016,20240820,616.6077
962,100016,20240821,615.398
963,100016,20240822,618.4657
964,100016,20240823,621.6721
965,100016,20240824,621.6721
966,100016,20240825,621.6721
967,100016,20240826,611.6591
968,100016,20240827,611.2828
969,100016,20240828,604.1821
970,100016,20240829,609.3203
971,100016,20240830,613.8653
972,100016,20240831,613.8653
973,100016,20240901,613.8653
974,100016,20240902,609.337
975,100016,20240903,605.5466
976,100016,20240904,603.3994
977,100016,20240905,591.8348
978,100016,20240906,593.8972
979,100016,20240907,593.8972
980,100016,20240908,593.8972
981,100016,20240909,592.7756
982,100016,20240910,598.1777
983,100016,20240911,592.7168
984,100016,20240912,589.7935
985,100016,20240913,582.3095
986,100016,20240914,582.3095
987,100016,20240915,582.3095
988,100016,20240916,577.4725
989,100016,20240917,571.7791
990,100016,20240918,577.1211
991,100016,20240919,573.8741
992,100016,20240920,574.7993
993,100016,20240921,574.7993
994,100016,20240922,574.7993
995,100016,20240923,573.168
996,100016,20240924,567.0793
997,100016,20240925,566.5304
998,100016,20240926,569.8255
999,100016,20240927,564.0792
1000,100016,20240928,564.0792
1001,100016,20240929,564.0792
1002,100016,20240930,568.4118
1003,100016,20241001,564.4593
1004,100016,20241002,562.3501
